timestamp,original_full_path,new_full_path,sharepoint_item_id,status,reason
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\법무실_필리핀 교과서_변호사 현황.doc,"\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\법무실_필리핀 교과서_(Rex BookStore, Inc, Roque & Butuyan Law Offices, Daewoo Dimayuga Law Offices, Vibal, DepEd, DBMPS, Office of Solicitor General)변호사 현황.doc",017JC4QUNANZDMPN3BPB622FTQ4WVKHGRW,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\법무실_필리핀 교과서_인터넷-신용장 독립추상성 원칙의예외.doc,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\법무실_필리핀 교과서_신용장 독립추상성 예외 검토.doc,017JC4QUOP2MA2EDLVXJ4IP4Y5QJ63EV73,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\법무실_필리핀 교과서_필리핀 소송 정리-윤XX 과장님 용_070110.doc,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\법무실_필리핀 교과서_필리핀 소송 정리-윤XX 과장님 용_070110.doc,017JC4QUKFSP3GVHE6Z54ZE6XD4UEYD6JA,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\Manila Court\법무실_필리핀 교과서_공탁금 질의.doc,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\Manila Court\법무실_필리핀 교과서_공탁금 질의서.doc,017JC4QUI2CVYP3CFTUR5Z7OKG5PKXBIPA,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\Payment 관련 서류(1차 서류 discrepancy)\법무실_필리핀 교과서_4. 하자통지 message.pdf,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\Payment 관련 서류(1차 서류 discrepancy)\법무실_필리핀 교과서_하자통지서.pdf,017JC4QUNWPSROGMPCZZYZILYO2GSTXXZI,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\Payment 관련 서류(1차 서류 discrepancy)\법무실_필리핀 교과서_첨부 파일.zip,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\Payment 관련 서류(1차 서류 discrepancy)\법무실_필리핀 교과서_첨부 파일.zip,017JC4QULLMAO7T7OV7V4YEPDPHIHFYRKU,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\letter\법무실_필리핀 교과서_letter-DBMPS(nov.21.206).doc,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\letter\법무실_필리핀 교과서_letter_061121_v.21.doc,017JC4QUJH4DV5ZHO5Y5YLWLKXHQEMWGUM,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\국내 판례\법무실_필리핀 교과서_수출상사기로인한신용장대금지급거절사례[1][1].hwp,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\국내 판례\법무실_필리핀 교과서_수출상사기로인한신용장대금지급거절사례.hwp,017JC4QUK7PY7JISHMLJ4ZXJVJC7VUFZZT,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\국내 판례\법무실_필리핀 교과서_신용장대금의지급거절을둘러싼제반법률관계[1][1].hwp,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\국내 판례\법무실_필리핀 교과서_신용장대금의지급거절을둘러싼제반법률관계.hwp,017JC4QULNS7M6D6KLN573W4QTAWZJ3QSO,success,파일명 변경 완료 (SharePoint Batch)
2026-06-30T14:55:30,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\국내 판례\법무실_필리핀 교과서_연지급신용장대금의만기전지급과매입의법률관계[1][1].hwp,\법무DB\2. 분쟁(소송.중재.파산.형사.보전처분)\[검토종결] 필리핀 교과서\4. 기타문서\국내 판례\법무실_필리핀 교과서_연지급신용장대금의만기전지급과매입의법률관계.hwp,017JC4QUPSJX5NBHHQWF626TC6TXU6CR2E,success,파일명 변경 완료 (SharePoint Batch)
